fixture,candidate,historical_status,switch_count,interior_switch_count,endpoint_switch_count,maximizing_defender_count,tie_interval_count,multiway_switch_count,minimum_switch_spacing,piecewise_reference,piecewise_repeat,piecewise_repeat_difference,unsplit_adaptive,unsplit_difference,direct_simpson_65536,direct_difference,historical_direct_32768_65536_difference,split_simpson_32768,split_simpson_65536,split_simpson_difference,split_32768_intervals,split_32768_evaluations,split_65536_intervals,split_65536_evaluations,controlled_intervals,controlled_reference_error,available
lateral_x15_y0,expanding,control,0,0,0,1,0,0,1.0,0.225,0.225,0.0,0.225,0.0,0.22499999999981815,1.8185453143360064e-13,9.093281683192345e-13,0.225,0.225,0.0,32770,32773,65538,65541,2048,4.456766566907078e-09,True
lateral_x15_y0,constant_width,control,0,0,0,1,0,0,1.0,0.225,0.225,0.0,0.225,0.0,0.22499999999981815,1.8185453143360064e-13,9.093281683192345e-13,0.225,0.225,0.0,32770,32773,65538,65541,2048,4.456766566907078e-09,True
lateral_x15_y1,isotropic,control,0,0,0,1,0,0,1.0,0.21983553392385263,0.21983553392385263,0.0,0.21983553392385263,0.0,0.21983553392385266,2.7755575615628914e-17,0.0,0.21983553392385266,0.21983553392385266,0.0,32768,32769,65536,65537,512,2.5472124409731123e-11,True
lateral_x15_y1,expanding,control,0,0,0,1,0,0,1.0,0.1976549180262912,0.1976549180262912,0.0,0.1976549180262912,0.0,0.19765491802598623,3.049782648645305e-13,3.092109901459139e-12,0.19765491802629118,0.19765491802629118,0.0,32772,32775,65540,65543,2048,6.871585522816304e-10,True
lateral_x15_y1,constant_width,control,0,0,0,1,0,0,1.0,0.18595620765280052,0.18595620765280052,0.0,0.18595620765280052,0.0,0.18595620765249918,3.013422844588831e-13,3.0569435871541373e-12,0.18595620765280052,0.1859562076528005,2.7755575615628914e-17,32772,32775,65540,65543,2048,5.640806433060419e-10,True
lateral_x15_y2,isotropic,control,0,0,0,1,0,0,1.0,0.15109060556315299,0.15109060556315299,0.0,0.15109060556315299,0.0,0.15109060556315299,0.0,0.0,0.15109060556315299,0.15109060556315299,0.0,32768,32769,65536,65537,512,1.7506718297255475e-11,True
lateral_x15_y2,expanding,control,0,0,0,1,0,0,1.0,0.13292762915006986,0.13292762915006986,0.0,0.13292762915006986,0.0,0.1329276291501726,1.0272338535344261e-13,4.107547635356923e-13,0.13292762915006986,0.1329276291500699,2.7755575615628914e-17,32772,32775,65538,65541,2048,3.312672358646296e-11,True
lateral_x15_y2,constant_width,control,0,0,0,1,0,0,1.0,0.10534853579192392,0.10534853579192392,0.0,0.10534853579192392,0.0,0.10534853579201982,9.58955137519979e-14,4.218014826307126e-13,0.105348535791924,0.10534853579192394,6.938893903907228e-17,32772,32775,65538,65541,2048,3.1551128376605675e-10,True
lateral_x15_y5,isotropic,control,0,0,0,1,0,0,1.0,0.010944966757152723,0.010944966757152723,0.0,0.010944966757152723,0.0,0.010944966757152725,1.734723475976807e-18,1.734723475976807e-18,0.010944966757152723,0.010944966757152725,1.734723475976807e-18,32768,32769,65536,65537,512,1.2681800054537007e-12,True
lateral_x15_y5,expanding,control,0,0,0,1,0,0,1.0,0.005675551071220195,0.005675551071220195,0.0,0.005675551071220195,0.0,0.0056755510712328495,1.2654807757250808e-14,3.532070469436377e-14,0.005675551071220185,0.005675551071220194,8.673617379884035e-18,32772,32775,65540,65543,512,4.901983142319155e-09,True
lateral_x15_y5,constant_width,control,0,0,0,1,0,0,1.0,0.0019930139797117987,0.0019930139797117987,0.0,0.0019930139797117987,0.0,0.00199301397972136,9.561362118715167e-15,4.33737247507171e-14,0.001993013979711817,0.0019930139797118005,1.6479873021779667e-17,32772,32775,65540,65543,512,8.330824713669721e-09,True
depth_x4_y0,isotropic,control,0,0,0,1,0,0,1.0,0.3789117978370149,0.3789117978370149,0.0,0.3789117978370149,0.0,0.3789117978370149,0.0,0.0,0.3789117978370149,0.3789117978370149,0.0,32768,32769,65536,65537,512,1.0156320229270932e-12,True
depth_x4_y0,expanding,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x4_y0,constant_width,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x4_y2,isotropic,control,0,0,0,1,0,0,1.0,0.29240902120617424,0.29240902120617424,0.0,0.29240902120617424,0.0,0.29240902120617424,0.0,0.0,0.29240902120617424,0.29240902120617424,0.0,32768,32769,65536,65537,512,1.7763568394002505e-13,True
depth_x4_y2,expanding,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x4_y2,constant_width,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x5_y0,isotropic,control,0,0,0,1,0,0,1.0,0.4950995258535656,0.4950995258535656,0.0,0.4950995258535656,0.0,0.4950995258535656,0.0,0.0,0.4950995258535656,0.4950995258535656,0.0,32768,32769,65536,65537,512,4.5086157030027607e-13,True
depth_x5_y0,expanding,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x5_y0,constant_width,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x5_y2,isotropic,control,0,0,0,1,0,0,1.0,0.38395969656191453,0.38395969656191453,0.0,0.38395969656191453,0.0,0.3839596965619145,5.551115123125783e-17,5.551115123125783e-17,0.38395969656191453,0.3839596965619145,5.551115123125783e-17,32768,32769,65536,65537,512,6.331046797924955e-13,True
depth_x5_y2,expanding,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x5_y2,constant_width,control,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768,32769,65536,65537,512,0.0,True
depth_x5.5_y0,isotropic,control,0,0,0,1,0,0,1.0,0.5400614114456971,0.5400614114456971,0.0,0.5400614114456971,0.0,0.5400614114456971,0.0,0.0,0.5400614114456971,0.5400614114456971,0.0,32768,32769,65536,65537,512,5.964118088286341e-13,True
depth_x5.5_y0,expanding,control,0,0,0,1,0,0,1.0,0.017045454545454575,0.017045454545454575,0.0,0.017045454545454575,0.0,0.01704545454545164,2.9351521213527576e-15,6.747727376854584e-14,0.017045454545454548,0.017045454545454548,0.0,32770,32772,65538,65540,1024,2.1407576336618384e-09,True
depth_x5.5_y0,constant_width,control,0,0,0,1,0,0,1.0,0.017045454545454575,0.017045454545454575,0.0,0.017045454545454575,0.0,0.01704545454545164,2.9351521213527576e-15,6.747727376854584e-14,0.017045454545454548,0.017045454545454548,0.0,32770,32772,65538,65540,1024,2.1407576336618384e-09,True
depth_x5.5_y2,isotropic,control,0,0,0,1,0,0,1.0,0.4213509528614912,0.4213509528614912,0.0,0.4213509528614912,0.0,0.4213509528614912,0.0,0.0,0.4213509528614912,0.4213509528614912,0.0,32768,32769,65536,65537,512,1.3048451208419465e-12,True
depth_x5.5_y2,expanding,control,0,0,0,1,0,0,1.0,0.01090533553559732,0.01090533553559732,0.0,0.01090533553559732,0.0,0.010905335535595383,1.9376861226660935e-15,4.4636169760359223e-14,0.010905335535597306,0.010905335535597306,0.0,32770,32772,65538,65540,1024,1.4170967142790314e-09,True
depth_x5.5_y2,constant_width,control,0,0,0,1,0,0,1.0,0.01058907344975959,0.01058907344975959,0.0,0.01058907344975959,0.0,0.010589073449757652,1.9376861226660935e-15,4.4636169760359223e-14,0.010589073449759576,0.010589073449759576,0.0,32770,32772,65538,65540,1024,1.4178824364607934e-09,True
depth_x6_y0,isotropic,control,0,0,0,1,0,0,1.0,0.5725580111979328,0.5725580111979328,0.0,0.5725580111979328,0.0,0.5725580111979328,0.0,0.0,0.5725580111979328,0.5725580111979328,0.0,32768,32769,65536,65537,512,1.8693935288638386e-12,True
depth_x6_y0,expanding,control,0,0,0,1,0,0,1.0,0.08333333333333336,0.08333333333333336,0.0,0.08333333333333336,0.0,0.08333333333335229,1.892930256985892e-14,1.7055801215803967e-13,0.08333333333333333,0.08333333333333333,0.0,32770,32772,65538,65540,1024,4.947651149889154e-09,True
depth_x6_y0,constant_width,control,0,0,0,1,0,0,1.0,0.08333333333333336,0.08333333333333336,0.0,0.08333333333333336,0.0,0.08333333333335229,1.892930256985892e-14,1.7055801215803967e-13,0.08333333333333333,0.08333333333333333,0.0,32770,32772,65538,65540,1024,4.947651149889154e-09,True
depth_x6_y2,isotropic,control,0,0,0,1,0,0,1.0,0.4503414798201268,0.4503414798201268,0.0,0.4503414798201268,0.0,0.4503414798201268,0.0,0.0,0.4503414798201268,0.4503414798201268,0.0,32768,32769,65536,65537,512,1.8700596626786137e-12,True
depth_x6_y2,expanding,control,0,0,0,1,0,0,1.0,0.05585569023282207,0.05585569023282207,0.0,0.05585569023282207,0.0,0.05585569023283544,1.3371248552829229e-14,1.2051470932306074e-13,0.05585569023282206,0.05585569023282206,0.0,32770,32772,65538,65540,1024,3.4973227161505527e-09,True
depth_x6_y2,constant_width,control,0,0,0,1,0,0,1.0,0.053065731461139756,0.053065731461139756,0.0,0.053065731461139756,0.0,0.05306573146115314,1.3385126340637044e-14,1.2051470932306074e-13,0.053065731461139756,0.05306573146113975,6.938893903907228e-18,32770,32772,65538,65540,1024,3.4986134336834063e-09,True
depth_x10_y0,isotropic,control,0,0,0,1,0,0,1.0,0.4950995258535656,0.4950995258535656,0.0,0.4950995258535656,0.0,0.4950995258535656,0.0,0.0,0.4950995258535656,0.4950995258535656,0.0,32768,32769,65536,65537,512,7.21522841473643e-12,True
depth_x10_y0,expanding,control,0,0,0,1,0,0,1.0,0.45000000000000007,0.45000000000000007,0.0,0.45000000000000007,0.0,0.4500000000000341,3.402833570476105e-14,3.977929097231936e-13,0.45,0.45,0.0,32770,32773,65538,65541,2048,1.4823551830467352e-09,True
depth_x10_y0,constant_width,control,0,0,0,1,0,0,1.0,0.45000000000000007,0.45000000000000007,0.0,0.45000000000000007,0.0,0.4500000000000341,3.402833570476105e-14,3.977929097231936e-13,0.45,0.45,0.0,32770,32773,65538,65541,2048,1.4823551830467352e-09,True
depth_x10_y2,isotropic,control,0,0,0,1,0,0,1.0,0.4310493951012878,0.4310493951012878,0.0,0.4310493951012878,0.0,0.43104939510128776,5.551115123125783e-17,1.1102230246251565e-16,0.43104939510128787,0.43104939510128776,1.1102230246251565e-16,32768,32769,65536,65537,512,6.506517546966961e-12,True
depth_x10_y2,expanding,control,0,0,0,1,0,0,1.0,0.371253708224495,0.371253708224495,0.0,0.371253708224495,0.0,0.37125370822452425,2.9254376698872875e-14,3.4161562467716067e-13,0.371253708224495,0.371253708224495,0.0,32770,32773,65538,65541,1024,7.651736744218596e-09,True
depth_x10_y2,constant_width,control,0,0,0,1,0,0,1.0,0.33225752895577393,0.33225752895577393,0.0,0.33225752895577393,0.0,0.33225752895580235,2.842170943040401e-14,3.322342401190781e-13,0.33225752895577393,0.3322575289557739,5.551115123125783e-17,32770,32773,65538,65541,1024,7.4358549317921074e-09,True
depth_x20_y0,isotropic,control,0,0,0,1,0,0,1.0,0.2491062951949334,0.24910629519493344,2.7755575615628914e-17,0.2491062951949334,0.0,0.24910629519493344,2.7755575615628914e-17,0.0,0.24910629519493344,0.24910629519493344,0.0,32768,32769,65536,65537,512,2.8863661460931667e-11,True
depth_x20_y0,expanding,control,0,0,0,1,0,0,1.0,0.725,0.725,0.0,0.725,0.0,0.7249999999998181,1.8185453143360064e-13,9.092726571680032e-13,0.725,0.725,0.0,32770,32773,65538,65541,2048,4.4567665113959265e-09,True
depth_x20_y0,constant_width,control,0,0,0,1,0,0,1.0,0.725,0.725,0.0,0.725,0.0,0.7249999999998181,1.8185453143360064e-13,9.092726571680032e-13,0.725,0.725,0.0,32770,32773,65538,65541,2048,4.4567665113959265e-09,True
depth_x20_y2,isotropic,control,0,0,0,1,0,0,1.0,0.24026480112601672,0.24026480112601672,0.0,0.24026480112601672,0.0,0.24026480112601675,2.7755575615628914e-17,0.0,0.24026480112601675,0.24026480112601675,0.0,32768,32769,65536,65537,512,2.859740222405094e-11,True
depth_x20_y2,expanding,control,0,0,0,1,0,0,1.0,0.676710680048975,0.676710680048975,0.0,0.676710680048975,0.0,0.6767106800488,1.7508217098338719e-13,8.752998326144734e-13,0.6767106800489749,0.6767106800489749,0.0,32770,32773,65538,65541,2048,4.289910870980407e-09,True
depth_x20_y2,constant_width,control,0,0,0,1,0,0,1.0,0.5840681186870849,0.5840681186870849,0.0,0.5840681186870849,0.0,0.5840681186869111,1.73749903353837e-13,8.693046282814976e-13,0.5840681186870849,0.5840681186870849,0.0,32770,32773,65538,65541,2048,4.259351649160692e-09,True
depth_x40_y0,isotropic,control,0,0,0,1,0,0,1.0,0.1245531475974707,0.12455314759747071,1.3877787807814457e-17,0.1245531475974707,0.0,0.12455314759747071,1.3877787807814457e-17,1.3877787807814457e-17,0.1245531475974707,0.12455314759747071,1.3877787807814457e-17,32768,32769,65536,65537,512,2.3099117063551944e-10,True
depth_x40_y0,expanding,control,0,0,0,1,0,0,1.0,0.8624999999999999,0.8624999999999999,0.0,0.8624999999999999,0.0,0.8624999999994545,5.454525719983394e-13,6.373901406675486e-12,0.8624999999999999,0.8624999999999999,0.0,32770,32773,65538,65541,4096,2.2283832556979632e-09,True
depth_x40_y0,constant_width,control,0,0,0,1,0,0,1.0,0.8624999999999999,0.8624999999999999,0.0,0.8624999999999999,0.0,0.8624999999994545,5.454525719983394e-13,6.373901406675486e-12,0.8624999999999999,0.8624999999999999,0.0,32770,32773,65538,65541,4096,2.2283832556979632e-09,True
depth_x40_y2,isotropic,control,0,0,0,1,0,0,1.0,0.12342526411483155,0.12342526411483155,0.0,0.12342526411483155,0.0,0.12342526411483153,2.7755575615628914e-17,1.3877787807814457e-17,0.12342526411483151,0.12342526411483153,1.3877787807814457e-17,32768,32769,65536,65537,512,2.3045945707345084e-10,True
depth_x40_y2,expanding,control,0,0,0,1,0,0,1.0,0.8429185207578468,0.842918520757847,2.220446049250313e-16,0.8429185207578469,1.1102230246251565e-16,0.8429185207573066,5.402345237826012e-13,6.31361629643834e-12,0.8429185207578471,0.8429185207578468,3.3306690738754696e-16,32770,32773,65538,65541,4096,2.207227067785311e-09,True
depth_x40_y2,constant_width,control,0,0,0,1,0,0,1.0,0.7185585623484995,0.7185585623484995,0.0,0.7185585623484995,0.0,0.7185585623479599,5.395683899678261e-13,6.302625088494551e-12,0.7185585623484994,0.7185585623484992,1.1102230246251565e-16,32770,32773,65538,65541,4096,2.203286775248614e-09,True
equal_minimum_one,isotropic,control,0,0,0,1,0,0,1.0,0.15109060556315299,0.15109060556315299,0.0,0.15109060556315299,0.0,0.15109060556315299,0.0,0.0,0.15109060556315299,0.15109060556315299,0.0,32768,32769,65536,65537,512,1.7506718297255475e-11,True
equal_minimum_one,expanding,control,0,0,0,1,0,0,1.0,0.13292762915006986,0.13292762915006986,0.0,0.13292762915006986,0.0,0.1329276291501726,1.0272338535344261e-13,4.107547635356923e-13,0.13292762915006986,0.1329276291500699,2.7755575615628914e-17,32772,32775,65538,65541,2048,3.312672358646296e-11,True
equal_minimum_one,constant_width,control,0,0,0,1,0,0,1.0,0.10534853579192392,0.10534853579192392,0.0,0.10534853579192392,0.0,0.10534853579201982,9.58955137519979e-14,4.218014826307126e-13,0.105348535791924,0.10534853579192394,6.938893903907228e-17,32772,32775,65538,65541,2048,3.1551128376605675e-10,True
equal_minimum_three,isotropic,control,2,2,0,3,0,0,0.25,0.3899661788358408,0.38996617883584084,5.551115123125783e-17,0.3899661788358407,5.551115123125783e-17,0.38996617883584084,5.551115123125783e-17,0.0,0.3899661788358408,0.3899661788358408,0.0,32768,32771,65536,65539,512,1.2635209545308612e-10,True
star_edge_1,isotropic,control,1,1,0,2,0,0,0.4571428571428573,0.31312507652396493,0.31312507652396493,0.0,0.31312507652396643,1.4988010832439613e-15,0.313125076523919,4.590772206825022e-14,1.6065482277838328e-12,0.31312507652396493,0.31312507652396493,0.0,32770,32772,65538,65540,512,2.0980794324110263e-09,True
star_edge_1,constant_width,control,1,1,0,2,0,0,0.09983666854471973,0.12019944258607347,0.12019944258607347,0.0,0.12019944258607376,2.914335439641036e-16,0.12019944257472014,1.135333493884616e-11,2.139879939910827e-11,0.1201994425860737,0.12019944258607347,2.220446049250313e-16,32774,32780,65542,65548,4096,2.653118350015582e-09,True
star_edge_2,isotropic,control,1,1,0,3,0,1,0.41538461538461535,0.19929255160112516,0.19929255160112513,2.7755575615628914e-17,0.19929255160112527,1.1102230246251565e-16,0.19929255160112636,1.1934897514720433e-15,3.6914915568786455e-15,0.19929255160112516,0.19929255160112513,2.7755575615628914e-17,32770,32772,65538,65540,512,7.215844588515097e-11,True
