fixture,candidate,component,expected,actual,expected_bits,actual_bits,expected_signed_zero,actual_signed_zero,absolute_difference,relative_difference,ulp_distance,finite,python_equal,bitwise_equal
depth_x4_y2,constant_width,individual_1,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y2,constant_width,union,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y2,constant_width,maximum,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y0,isotropic,individual_1,0.49509952585311473,0.49509952585311473,3fdfafb5ebf37893,3fdfafb5ebf37893,,,0.0,0.0,0,True,True,True
depth_x5_y0,isotropic,union,0.49509952585311473,0.49509952585311473,3fdfafb5ebf37893,3fdfafb5ebf37893,,,0.0,0.0,0,True,True,True
depth_x5_y0,isotropic,maximum,0.49509952585311473,0.49509952585311473,3fdfafb5ebf37893,3fdfafb5ebf37893,,,0.0,0.0,0,True,True,True
depth_x5_y0,expanding,individual_1,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y0,expanding,union,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y0,expanding,maximum,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y0,constant_width,individual_1,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y0,constant_width,union,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y0,constant_width,maximum,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x5_y2,isotropic,individual_1,0.38395969656254764,0.38395969656254764,3fd892cbb0edf769,3fd892cbb0edf769,,,0.0,0.0,0,True,True,True
depth_x5_y2,isotropic,union,0.38395969656254764,0.38395969656254764,3fd892cbb0edf769,3fd892cbb0edf769,,,0.0,0.0,0,True,True,True
depth_x5_y2,isotropic,maximum,0.38395969656254764,0.38395969656254764,3fd892cbb0edf769,3fd892cbb0edf769,,,0.0,0.0,0,True,True,True
