fixture,candidate,intervals,local_maximum_change,ci_maximum_change,local_accepted,ci_available
depth_x5.5_y2,isotropic,8192,2.220446049250313e-16,,False,False
depth_x5.5_y2,isotropic,16384,1.1102230246251565e-16,,False,False
depth_x5.5_y2,expanding,256,,,False,False
depth_x5.5_y2,expanding,512,1.9519608700398206e-07,,False,False
depth_x5.5_y2,expanding,1024,2.1483147276749048e-08,,True,False
depth_x5.5_y2,expanding,2048,1.4801589780233382e-09,,False,False
depth_x5.5_y2,expanding,4096,3.856443810124066e-11,,False,False
depth_x5.5_y2,expanding,8192,1.925006681835484e-11,,False,False
depth_x5.5_y2,expanding,16384,5.863184937560106e-12,,False,False
depth_x5.5_y2,constant_width,256,,,False,False
depth_x5.5_y2,constant_width,512,1.9527885694418934e-07,,False,False
depth_x5.5_y2,constant_width,1024,2.148794478809557e-08,,True,False
depth_x5.5_y2,constant_width,2048,1.481002083122962e-09,,False,False
depth_x5.5_y2,constant_width,4096,3.8619080156010455e-11,,False,False
depth_x5.5_y2,constant_width,8192,1.9252884009279825e-11,,False,False
depth_x5.5_y2,constant_width,16384,5.8631034055567355e-12,,False,False
depth_x6_y0,isotropic,256,,,False,False
